,상담대분류,상담중분류,상담소분류,상담일자,상품구분,급지,해지일,AS신청유형,AS원인유형,AS처리유형,AS처리시간,cnslt_rscs_diff,rscs_yn
35505,3,6,41,2019-08-22,1,2,1999-01-01,25,86,68,-1,-7538,False
35506,3,3,62,2019-08-22,1,1,2019-08-22,25,86,68,-1,0,False
35507,3,4,57,2019-08-22,1,4,2019-09-24,25,86,68,-1,33,True
35508,2,18,54,2019-08-22,1,2,1999-01-01,25,86,68,-1,-7538,False
35509,3,4,57,2019-08-22,1,2,1999-01-01,25,86,68,-1,-7538,False
35510,0,11,1,2019-08-22,2,4,1999-01-01,25,86,68,-1,-7538,False
35511,3,6,57,2019-08-22,1,1,2019-06-19,25,86,68,-1,-64,False
35512,2,18,50,2019-08-22,1,4,1999-01-01,25,86,68,-1,-7538,False
35513,2,18,40,2019-08-22,1,4,2019-08-22,25,86,68,-1,0,False
35514,2,18,53,2019-08-22,1,2,2019-08-22,15,73,60,121,0,False
35515,2,18,50,2019-08-22,1,5,1999-01-01,25,86,68,-1,-7538,False
35516,2,11,0,2019-08-23,1,8,1999-01-01,13,0,1,336,-7539,False
35517,2,11,0,2019-08-23,1,8,1999-01-01,13,61,10,1,-7539,False
35518,2,11,0,2019-08-23,1,2,1999-01-01,23,73,60,23,-7539,False
35519,4,10,61,2019-08-23,0,1,1999-01-01,25,86,68,-1,-7539,False
35520,3,6,57,2019-08-23,1,4,1999-01-01,25,86,68,-1,-7539,False
35521,2,11,22,2019-08-23,1,3,1999-01-01,23,68,54,24,-7539,False
35522,3,3,62,2019-08-23,1,3,2019-08-23,25,86,68,-1,0,False
35523,3,14,47,2019-08-23,1,1,1999-01-01,25,86,68,-1,-7539,False
35524,2,18,53,2019-08-23,1,0,2019-12-12,25,86,68,-1,111,False
35525,2,18,40,2019-08-23,1,1,2019-09-02,25,86,68,-1,10,True
35526,2,18,40,2019-08-23,1,1,1999-01-01,25,86,68,-1,-7539,False
35527,2,18,34,2019-08-23,1,4,1999-01-01,25,86,68,-1,-7539,False
35528,3,3,37,2019-08-23,1,4,1999-01-01,25,86,68,-1,-7539,False
35529,2,11,56,2019-08-23,1,1,1999-01-01,26,2,3,25..99,-7539,False
35530,2,11,56,2019-08-23,1,1,1999-01-01,18,90,76,4,-7539,False
35531,2,18,40,2019-08-23,1,5,2019-08-26,25,86,68,-1,3,True
35532,2,18,54,2019-08-23,1,1,2019-08-26,25,86,68,-1,3,True
35533,2,18,54,2019-08-23,1,1,2019-08-26,25,86,68,-1,3,True
35534,2,18,54,2019-08-23,1,1,2019-08-26,25,86,68,-1,3,True
35535,4,10,27,2019-08-24,0,3,1999-01-01,25,86,68,-1,-7540,False
35536,2,11,34,2019-08-24,1,4,1999-01-01,26,73,60,2,-7540,False
35537,2,11,34,2019-08-24,1,4,1999-01-01,18,3,3,24,-7540,False
35538,4,10,27,2019-08-24,0,1,1999-01-01,25,86,68,-1,-7540,False
35539,4,10,61,2019-08-24,0,2,1999-01-01,25,86,68,-1,-7540,False
35540,4,10,61,2019-08-24,0,4,1999-01-01,25,86,68,-1,-7540,False
35541,2,11,10,2019-08-25,1,3,1999-01-01,26,68,54,5,-7541,False
35542,2,11,10,2019-08-25,1,3,1999-01-01,27,83,66,4,-7541,False
35543,3,3,41,2019-08-26,1,8,2012-04-10,25,86,68,-1,-2694,False
35544,3,3,41,2019-08-26,1,8,2007-06-12,25,86,68,-1,-4458,False
35545,2,11,34,2019-08-26,1,2,1999-01-01,32,73,60,16,-7542,False
35546,3,3,41,2019-08-26,1,8,2014-01-29,25,86,68,-1,-2035,False
35547,3,3,57,2019-08-26,1,3,1999-01-01,25,86,68,-1,-7542,False
35548,4,10,61,2019-08-26,0,3,1999-01-01,25,86,68,-1,-7542,False
35549,4,10,61,2019-08-26,0,4,1999-01-01,25,86,68,-1,-7542,False
35550,4,10,61,2019-08-26,0,4,2019-11-29,25,86,68,-1,95,False
35551,2,18,34,2019-08-26,1,6,1999-01-01,25,86,68,-1,-7542,False
35552,2,18,40,2019-08-26,1,5,1999-01-01,15,0,1,22,-7542,False
35553,2,18,46,2019-08-26,1,4,1999-01-01,25,86,68,-1,-7542,False
35554,2,18,40,2019-08-26,1,4,1999-01-01,25,86,68,-1,-7542,False
35555,3,3,47,2019-08-26,1,1,2017-06-30,25,86,68,-1,-787,False
35556,3,3,47,2019-08-26,1,1,2019-08-29,25,86,68,-1,3,True
35557,2,18,49,2019-08-26,1,5,2019-08-28,25,86,68,-1,2,True
35558,3,3,39,2019-08-26,1,2,1999-01-01,25,86,68,-1,-7542,False
35559,3,6,57,2019-08-26,1,4,1999-01-01,25,86,68,-1,-7542,False
35560,2,11,56,2019-08-26,1,1,1999-01-01,23,68,54,24,-7542,False
35561,2,11,56,2019-08-26,1,1,1999-01-01,23,100,45,24,-7542,False
35562,2,11,56,2019-08-26,1,1,1999-01-01,23,68,54,23,-7542,False
35563,2,11,56,2019-08-26,1,1,1999-01-01,23,68,54,12,-7542,False
35564,2,18,54,2019-08-26,1,1,1999-01-01,25,86,68,-1,-7542,False
35565,3,3,47,2019-08-26,1,1,2019-08-22,25,86,68,-1,-4,False
35566,0,11,10,2019-08-26,2,4,1999-01-01,30,28,48,43,-7542,False
35567,2,18,40,2019-08-26,1,4,1999-01-01,25,86,68,-1,-7542,False
35568,2,18,54,2019-08-26,1,5,1999-01-01,25,86,68,-1,-7542,False
35569,2,18,40,2019-08-26,1,1,2019-08-27,25,86,68,-1,1,True
35570,2,18,53,2019-08-26,1,1,1999-01-01,25,86,68,-1,-7542,False
35571,2,18,53,2019-08-26,1,5,1999-01-01,25,86,68,-1,-7542,False
35572,2,18,38,2019-08-26,1,2,2020-01-29,25,86,68,-1,156,False
35573,2,18,40,2019-08-26,1,1,1999-01-01,25,86,68,-1,-7542,False
35574,3,3,41,2019-08-26,1,0,2019-08-26,25,86,68,-1,0,False
35575,3,3,41,2019-08-26,1,0,2019-08-26,25,86,68,-1,0,False
35576,2,18,40,2019-08-26,1,5,2019-08-30,25,86,68,-1,4,True
35577,3,4,41,2019-08-27,1,1,1999-01-01,25,86,68,-1,-7543,False
35578,3,3,57,2019-08-27,1,3,1999-01-01,25,86,68,-1,-7543,False
35579,2,11,0,2019-08-27,1,8,1999-01-01,13,0,1,336,-7543,False
35580,2,11,0,2019-08-27,1,8,1999-01-01,13,61,10,1,-7543,False
35581,4,10,61,2019-08-27,0,1,1999-01-01,25,86,68,-1,-7543,False
35582,4,10,61,2019-08-27,0,4,2019-12-24,25,86,68,-1,119,False
35583,3,4,57,2019-08-27,1,2,2019-07-16,25,86,68,-1,-42,False
35584,2,11,34,2019-08-27,1,4,1999-01-01,20,73,60,18,-7543,False
35585,2,18,34,2019-08-27,1,1,2019-08-28,25,86,68,-1,1,True
35586,2,18,40,2019-08-27,1,3,2019-08-29,25,86,68,-1,2,True
35587,2,18,46,2019-08-27,1,3,1999-01-01,25,86,68,-1,-7543,False
35588,2,18,40,2019-08-27,1,3,1999-01-01,25,86,68,-1,-7543,False
35589,2,18,40,2019-08-27,1,2,1999-01-01,25,86,68,-1,-7543,False
35590,2,18,38,2019-08-27,1,3,1999-01-01,25,86,68,-1,-7543,False
35591,2,18,46,2019-08-27,1,0,2019-09-09,25,86,68,-1,13,True
35592,2,18,40,2019-08-27,1,3,1999-01-01,25,86,68,-1,-7543,False
35593,3,3,57,2019-08-27,1,5,1999-01-01,25,86,68,-1,-7543,False
35594,2,11,34,2019-08-27,1,4,1999-01-01,25,86,68,-1,-7543,False
35595,3,3,57,2019-08-27,1,2,2019-08-27,15,100,45,23,0,False
35596,3,7,41,2019-08-28,1,2,1999-01-01,20,0,1,0,-7544,False
35597,3,3,41,2019-08-28,1,8,2012-04-10,25,86,68,-1,-2696,False
35598,2,18,34,2019-08-28,1,3,2019-08-29,25,86,68,-1,1,True
35599,4,10,61,2019-08-28,0,2,1999-01-01,25,86,68,-1,-7544,False
35600,3,4,57,2019-08-28,1,2,2019-07-16,25,86,68,-1,-43,False
35601,2,11,56,2019-08-28,1,3,1999-01-01,25,86,68,-1,-7544,False
35602,2,18,40,2019-08-28,1,1,1999-01-01,25,86,68,-1,-7544,False
35603,3,3,47,2019-08-28,1,1,2019-08-29,25,86,68,-1,1,True
35604,2,18,54,2019-08-28,1,6,1999-01-01,25,86,68,-1,-7544,False
35605,2,18,54,2019-08-28,1,6,1999-01-01,25,86,68,-1,-7544,False
35606,3,3,41,2019-08-28,1,2,2019-09-02,25,86,68,-1,5,True
35607,2,18,40,2019-08-28,1,2,2019-08-29,25,86,68,-1,1,True
35608,2,18,40,2019-08-28,1,0,2019-08-28,25,86,68,-1,0,False
35609,0,11,1,2019-08-28,2,6,2019-08-29,25,86,68,-1,1,True
35610,2,11,56,2019-08-28,1,3,2019-08-29,25,86,68,-1,1,True
35611,2,18,38,2019-08-28,1,4,2019-10-21,25,86,68,-1,54,True
35612,2,18,40,2019-08-28,1,2,1999-01-01,25,86,68,-1,-7544,False
35613,2,18,40,2019-08-28,1,4,2019-11-25,25,86,68,-1,89,False
35614,3,3,57,2019-08-28,1,5,1999-01-01,25,86,68,-1,-7544,False
35615,3,3,57,2019-08-28,1,2,2019-08-27,15,100,45,23,-1,False
35616,3,3,41,2019-08-29,1,8,2007-06-12,25,86,68,-1,-4461,False
35617,3,3,41,2019-08-29,1,8,2014-01-29,25,86,68,-1,-2038,False
35618,3,4,41,2019-08-29,1,1,1999-01-01,25,86,68,-1,-7545,False
35619,4,10,61,2019-08-29,0,4,1999-01-01,25,86,68,-1,-7545,False
35620,2,18,40,2019-08-29,1,3,2020-05-04,25,86,68,-1,249,False
35621,3,4,62,2019-08-29,1,1,1999-01-01,25,86,68,-1,-7545,False
35622,2,11,43,2019-08-29,1,5,1999-01-01,25,86,68,-1,-7545,False
35623,2,18,54,2019-08-29,1,0,1999-01-01,25,86,68,-1,-7545,False
35624,3,6,41,2019-08-29,1,1,1999-01-01,23,87,73,4,-7545,False
35625,3,3,41,2019-08-29,1,1,1999-01-01,23,87,73,4,-7545,False
35626,3,3,41,2019-08-29,1,1,1999-01-01,27,87,73,3,-7545,False
35627,3,6,41,2019-08-29,1,1,1999-01-01,27,87,73,3,-7545,False
35628,3,3,39,2019-08-29,1,2,1999-01-01,25,86,68,-1,-7545,False
35629,3,6,57,2019-08-29,1,4,1999-01-01,25,86,68,-1,-7545,False
35630,2,18,53,2019-08-29,1,5,2019-09-11,25,86,68,-1,13,True
35631,2,18,49,2019-08-29,1,5,2019-09-06,25,86,68,-1,8,True
35632,2,11,56,2019-08-29,1,1,2020-06-08,23,87,73,6,284,False
35633,2,18,40,2019-08-29,1,2,1999-01-01,25,86,68,-1,-7545,False
35634,3,14,47,2019-08-29,1,6,2019-10-07,25,86,68,-1,39,True
35635,2,18,54,2019-08-29,1,0,2019-08-29,25,86,68,-1,0,False
35636,3,3,62,2019-08-29,1,1,1999-01-01,25,86,68,-1,-7545,False
35637,2,18,34,2019-08-29,1,2,1999-01-01,25,86,68,-1,-7545,False
35638,3,4,39,2019-08-29,1,2,1999-01-01,25,86,68,-1,-7545,False
35639,3,4,57,2019-08-29,1,2,2019-07-18,25,86,68,-1,-42,False
35640,2,18,54,2019-08-29,1,2,2019-08-30,25,86,68,-1,1,True
35641,3,3,41,2019-08-30,1,8,2013-05-31,25,86,68,-1,-2282,False
35642,3,7,41,2019-08-30,1,2,1999-01-01,20,0,1,0,-7546,False
35643,3,12,35,2019-08-30,1,8,2007-06-12,25,86,68,-1,-4462,False
35644,3,3,41,2019-08-30,1,8,2007-06-12,25,86,68,-1,-4462,False
35645,3,3,41,2019-08-30,1,8,2014-01-29,25,86,68,-1,-2039,False
35646,2,18,53,2019-08-30,1,3,2019-08-30,25,86,68,-1,0,False
35647,3,6,41,2019-08-30,1,1,1999-01-01,23,87,73,4,-7546,False
35648,3,3,41,2019-08-30,1,1,1999-01-01,23,87,73,4,-7546,False
35649,3,3,41,2019-08-30,1,1,1999-01-01,27,87,73,3,-7546,False
35650,3,6,41,2019-08-30,1,1,1999-01-01,27,87,73,3,-7546,False
35651,2,18,53,2019-08-30,1,6,1999-01-01,25,86,68,-1,-7546,False
35652,2,18,40,2019-08-30,1,5,2019-09-04,25,86,68,-1,5,True
35653,3,3,47,2019-08-30,1,2,1999-01-01,25,86,68,-1,-7546,False
35654,2,18,53,2019-08-30,1,3,1999-01-01,25,86,68,-1,-7546,False
35655,2,18,53,2019-08-30,1,0,1999-01-01,25,86,68,-1,-7546,False
35656,2,18,53,2019-08-30,1,2,2019-09-04,25,86,68,-1,5,True
35657,3,3,62,2019-08-30,1,1,1999-01-01,25,86,68,-1,-7546,False
35658,2,11,43,2019-08-30,1,3,1999-01-01,25,86,68,-1,-7546,False
35659,2,18,50,2019-08-30,1,2,2019-11-13,25,86,68,-1,75,False
35660,3,4,57,2019-08-30,1,2,2019-07-18,25,86,68,-1,-43,False
35661,2,18,40,2019-08-30,1,4,1999-01-01,25,86,68,-1,-7546,False
35662,2,18,40,2019-08-30,1,4,1999-01-01,25,86,68,-1,-7546,False
35663,3,3,28,2019-08-30,1,2,2019-08-29,25,86,68,-1,-1,False
35664,3,3,28,2019-08-30,1,2,2019-08-29,25,86,68,-1,-1,False
35665,3,3,41,2019-09-02,1,8,2014-01-29,25,86,68,-1,-2042,False
35666,3,3,47,2019-09-02,1,2,1999-01-01,25,86,68,-1,-7549,False
35667,4,10,27,2019-09-02,0,4,1999-01-01,25,86,68,-1,-7549,False
35668,4,10,61,2019-09-02,0,3,1999-01-01,25,86,68,-1,-7549,False
35669,3,3,57,2019-09-02,1,0,2019-05-31,25,86,68,-1,-94,False
35670,4,10,27,2019-09-02,0,2,1999-01-01,25,86,68,-1,-7549,False
35671,3,3,57,2019-09-02,1,1,2017-06-30,25,86,68,-1,-794,False
35672,2,11,34,2019-09-02,1,2,1999-01-01,25,86,68,-1,-7549,False
35673,4,10,27,2019-09-02,0,2,1999-01-01,25,86,68,-1,-7549,False
35674,3,4,57,2019-09-02,1,1,1999-01-01,25,86,68,-1,-7549,False
35675,2,18,40,2019-09-02,1,0,2019-10-28,25,86,68,-1,56,True
35676,0,11,10,2019-09-02,2,2,1999-01-01,25,86,68,-1,-7549,False
35677,2,18,54,2019-09-02,1,2,2019-12-26,25,86,68,-1,115,False
35678,2,11,56,2019-09-02,1,0,2019-10-10,18,68,54,19,38,True
35679,2,11,56,2019-09-02,1,8,1999-01-01,25,86,68,-1,-7549,False
35680,2,18,53,2019-09-02,1,5,1999-01-01,25,86,68,-1,-7549,False
35681,2,18,40,2019-09-02,1,3,1999-01-01,25,86,68,-1,-7549,False
35682,2,18,40,2019-09-02,1,3,2019-09-05,25,86,68,-1,3,True
35683,3,3,41,2019-09-03,1,1,2019-06-03,25,86,68,-1,-92,False
35684,3,3,28,2019-09-03,1,2,1999-01-01,25,86,68,-1,-7550,False
35685,2,11,34,2019-09-03,1,4,1999-01-01,18,68,54,1,-7550,False
35686,2,11,56,2019-09-03,1,2,1999-01-01,23,68,54,17,-7550,False
35687,2,18,54,2019-09-03,1,3,1999-01-01,25,86,68,-1,-7550,False
35688,2,18,29,2019-09-03,1,1,1999-01-01,25,86,68,-1,-7550,False
35689,2,18,46,2019-09-03,1,0,2019-09-04,25,86,68,-1,1,True
35690,2,18,40,2019-09-03,1,2,1999-01-01,25,86,68,-1,-7550,False
35691,2,18,40,2019-09-03,1,3,1999-01-01,25,86,68,-1,-7550,False
35692,2,18,54,2019-09-03,1,4,2019-09-10,25,86,68,-1,7,True
35693,2,18,50,2019-09-03,1,1,1999-01-01,25,86,68,-1,-7550,False
35694,2,11,2,2019-09-03,1,1,1999-01-01,27,68,54,97,-7550,False
35695,2,18,40,2019-09-03,1,4,1999-01-01,25,86,68,-1,-7550,False
35696,2,18,54,2019-09-03,1,3,2019-11-29,25,86,68,-1,87,False
35697,2,18,40,2019-09-03,1,2,1999-01-01,11,0,1,66,-7550,False
35698,2,18,40,2019-09-03,1,2,1999-01-01,11,0,1,66,-7550,False
35699,2,11,56,2019-09-03,1,3,1999-01-01,23,73,60,5,-7550,False
35700,2,11,56,2019-09-03,1,3,1999-01-01,23,73,60,16,-7550,False
35701,2,11,56,2019-09-03,1,3,1999-01-01,23,73,60,23,-7550,False
35702,2,11,56,2019-09-03,1,4,1999-01-01,18,73,92,1,-7550,False
35703,0,11,56,2019-09-03,2,4,2019-10-11,25,86,68,-1,38,True
35704,2,18,34,2019-09-03,1,1,1999-01-01,18,68,54,15,-7550,False
35705,2,18,54,2019-09-03,1,5,1999-01-01,27,73,60,16,-7550,False
35706,2,18,38,2019-09-03,1,0,2019-09-09,25,86,68,-1,6,True
35707,0,11,34,2019-09-03,2,1,1999-01-01,8,23,77,21,-7550,False
35708,3,3,28,2019-09-04,1,2,1999-01-01,25,86,68,-1,-7551,False
35709,2,11,0,2019-09-04,1,3,1999-01-01,18,73,55,0,-7551,False
35710,4,10,27,2019-09-04,0,2,1999-01-01,25,86,68,-1,-7551,False
35711,2,11,0,2019-09-04,1,4,1999-01-01,27,73,60,52,-7551,False
35712,4,10,61,2019-09-04,0,2,1999-01-01,25,86,68,-1,-7551,False
35713,2,11,34,2019-09-04,1,3,1999-01-01,26,0,1,2,-7551,False
35714,2,18,40,2019-09-04,1,4,1999-01-01,25,86,68,-1,-7551,False
35715,3,3,57,2019-09-04,1,1,2017-06-30,25,86,68,-1,-796,False
35716,3,6,39,2019-09-04,1,3,2019-09-04,26,96,86,30,0,False
35717,3,14,28,2019-09-04,1,3,2019-09-04,26,96,86,30,0,False
35718,3,14,57,2019-09-04,1,5,2019-06-14,25,86,68,-1,-82,False
35719,2,18,40,2019-09-04,1,2,1999-01-01,25,86,68,-1,-7551,False
35720,2,18,40,2019-09-04,1,5,2019-09-11,25,86,68,-1,7,True
35721,2,11,56,2019-09-04,1,2,1999-01-01,23,68,54,22,-7551,False
35722,3,6,47,2019-09-04,1,2,1999-01-01,25,86,68,-1,-7551,False
35723,0,11,34,2019-09-04,2,2,1999-01-01,30,45,34,216,-7551,False
35724,0,11,34,2019-09-04,2,2,1999-01-01,30,46,33,31,-7551,False
35725,4,10,61,2019-09-04,0,1,1999-01-01,25,86,68,-1,-7551,False
35726,2,18,40,2019-09-04,1,0,1999-01-01,23,68,54,27,-7551,False
35727,2,18,40,2019-09-04,1,1,1999-01-01,25,86,68,-1,-7551,False
35728,3,3,37,2019-09-04,1,4,1999-01-01,25,86,68,-1,-7551,False
35729,2,11,34,2019-09-05,1,3,1999-01-01,25,86,68,-1,-7552,False
35730,3,3,57,2019-09-05,1,4,2019-09-04,25,86,68,-1,-1,False
35731,2,18,50,2019-09-05,1,3,2019-09-16,25,86,68,-1,11,True
35732,2,11,56,2019-09-05,1,1,1999-01-01,26,73,55,1,-7552,False
35733,2,11,34,2019-09-05,1,2,1999-01-01,22,87,73,4,-7552,False
35734,2,18,40,2019-09-05,1,0,1999-01-01,25,86,68,-1,-7552,False
35735,3,6,47,2019-09-05,1,2,1999-01-01,25,86,68,-1,-7552,False
35736,2,18,40,2019-09-05,1,2,2019-09-11,25,86,68,-1,6,True
35737,2,18,54,2019-09-05,1,3,2019-11-29,25,86,68,-1,85,False
35738,2,18,54,2019-09-05,1,3,2019-11-29,25,86,68,-1,85,False
35739,2,18,54,2019-09-05,1,1,1999-01-01,25,86,68,-1,-7552,False
35740,3,4,57,2019-09-05,1,3,2019-09-09,25,86,68,-1,4,True
35741,2,18,54,2019-09-05,1,4,1999-01-01,25,86,68,-1,-7552,False
35742,3,3,62,2019-09-05,1,0,1999-01-01,25,86,68,-1,-7552,False
35743,3,3,62,2019-09-05,1,0,1999-01-01,25,86,68,-1,-7552,False
35744,3,3,41,2019-09-06,1,1,2019-06-03,25,86,68,-1,-95,False
35745,3,3,28,2019-09-06,1,2,1999-01-01,25,86,68,-1,-7553,False
35746,3,3,28,2019-09-06,1,2,1999-01-01,25,86,68,-1,-7553,False
35747,2,11,56,2019-09-06,1,4,1999-01-01,13,73,60,21,-7553,False
35748,3,3,57,2019-09-06,1,5,2019-09-06,25,86,68,-1,0,False
35749,4,10,27,2019-09-06,0,1,2019-09-06,25,86,68,-1,0,False
35750,3,3,57,2019-09-06,1,5,2019-09-19,25,86,68,-1,13,True
35751,3,6,28,2019-09-06,1,2,1999-01-01,25,86,68,-1,-7553,False
35752,2,18,49,2019-09-06,1,5,2019-09-06,25,86,68,-1,0,False
35753,2,11,2,2019-09-06,1,5,1999-01-01,13,68,54,25.99,-7553,False
35754,4,10,61,2019-09-06,0,1,1999-01-01,25,86,68,-1,-7553,False
35755,2,11,56,2019-09-06,1,0,2019-09-10,25,86,68,-1,4,True
35756,0,11,34,2019-09-06,2,2,2019-09-09,30,51,74,49,3,True
35757,0,11,34,2019-09-06,2,2,2019-09-09,30,51,74,22,3,True
35758,2,18,34,2019-09-06,1,5,1999-01-01,25,86,68,-1,-7553,False
35759,3,4,57,2019-09-06,1,2,2019-09-11,25,86,68,-1,5,True
35760,2,18,53,2019-09-06,1,2,1999-01-01,25,86,68,-1,-7553,False
35761,2,18,40,2019-09-06,1,4,2019-09-09,25,86,68,-1,3,True
35762,2,11,34,2019-09-07,1,2,1999-01-01,31,83,73,46.99,-7554,False
35763,2,11,56,2019-09-09,1,1,1999-01-01,23,83,64,221,-7556,False
35764,3,4,28,2019-09-09,1,8,2007-06-12,25,86,68,-1,-4472,False
35765,2,11,34,2019-09-09,1,3,1999-01-01,25,86,68,-1,-7556,False
35766,2,11,34,2019-09-09,1,3,1999-01-01,25,86,68,-1,-7556,False
35767,2,11,56,2019-09-09,1,1,1999-01-01,23,83,64,0,-7556,False
35768,2,11,56,2019-09-09,1,1,1999-01-01,23,85,64,4,-7556,False
35769,2,11,56,2019-09-09,1,1,1999-01-01,23,0,1,0,-7556,False
35770,3,4,41,2019-09-09,1,4,1999-01-01,25,86,68,-1,-7556,False
35771,4,10,27,2019-09-09,0,2,1999-01-01,25,86,68,-1,-7556,False
35772,4,10,61,2019-09-09,0,1,1999-01-01,25,86,68,-1,-7556,False
35773,4,10,61,2019-09-09,0,0,2019-09-11,25,86,68,-1,2,True
35774,4,10,61,2019-09-09,0,1,2018-10-15,25,86,68,-1,-329,False
35775,2,11,34,2019-09-09,1,1,1999-01-01,26,83,64,49,-7556,False
35776,4,10,61,2019-09-09,0,1,1999-01-01,25,86,68,-1,-7556,False
35777,4,10,27,2019-09-09,0,1,1999-01-01,25,86,68,-1,-7556,False
35778,4,10,61,2019-09-09,0,1,1999-01-01,25,86,68,-1,-7556,False
35779,4,10,61,2019-09-09,0,2,1999-01-01,25,86,68,-1,-7556,False
35780,4,10,61,2019-09-09,0,1,1999-01-01,25,86,68,-1,-7556,False
35781,2,11,56,2019-09-09,1,2,2019-09-09,13,83,64,5,0,False
35782,2,11,56,2019-09-09,1,1,2020-06-24,23,0,1,27,289,False
35783,2,18,40,2019-09-09,1,2,1999-01-01,23,90,76,49,-7556,False
35784,2,18,40,2019-09-09,1,2,1999-01-01,23,0,1,24,-7556,False
35785,2,18,40,2019-09-09,1,4,2019-09-09,25,86,68,-1,0,False
35786,3,14,41,2019-09-09,1,1,1999-01-01,25,86,68,-1,-7556,False
35787,2,18,46,2019-09-09,1,3,2019-09-23,23,83,64,2,14,True
35788,3,6,41,2019-09-09,1,2,1999-01-01,31,83,64,73..99,-7556,False
35789,3,3,41,2019-09-09,1,1,1999-01-01,23,83,64,60,-7556,False
35790,3,4,41,2019-09-09,1,1,1999-01-01,23,83,64,60,-7556,False
35791,2,11,56,2019-09-09,1,1,2019-09-10,23,0,1,67,1,True
35792,3,3,41,2019-09-09,1,0,1999-01-01,28,83,64,49,-7556,False
35793,2,11,56,2019-09-09,1,2,2019-09-10,23,87,73,15,1,True
35794,3,4,62,2019-09-09,1,2,2019-09-10,23,87,73,15,1,True
35795,4,10,61,2019-09-09,0,2,2020-05-27,25,86,68,-1,261,False
35796,4,10,27,2019-09-09,0,1,1999-01-01,25,86,68,-1,-7556,False
35797,2,11,34,2019-09-09,1,2,2019-09-16,23,0,1,22,7,True
35798,2,18,50,2019-09-09,1,3,1999-01-01,25,86,68,-1,-7556,False
35799,3,3,28,2019-09-09,1,4,1999-01-01,25,86,68,-1,-7556,False
35800,3,3,41,2019-09-09,1,1,1999-01-01,23,85,63,40,-7556,False
35801,3,4,41,2019-09-09,1,1,1999-01-01,23,85,63,40,-7556,False
35802,3,4,41,2019-09-09,1,1,1999-01-01,23,85,63,40,-7556,False
35803,3,3,41,2019-09-09,1,1,1999-01-01,23,85,63,40,-7556,False
35804,3,4,28,2019-09-10,1,8,2007-06-12,25,86,68,-1,-4473,False
35805,2,11,34,2019-09-10,1,1,1999-01-01,23,90,76,248,-7557,False
35806,3,4,41,2019-09-10,1,4,1999-01-01,25,86,68,-1,-7557,False
35807,3,4,57,2019-09-10,1,2,2019-05-02,25,86,68,-1,-131,False
35808,2,11,3,2019-09-10,1,1,1999-01-01,20,83,64,69,-7557,False
35809,3,6,41,2019-09-10,1,1,2020-02-03,18,9,64,75,146,False
35810,3,6,41,2019-09-10,1,1,2020-02-03,26,83,64,197,146,False
35811,2,11,56,2019-09-10,1,1,2020-02-03,26,83,64,197,146,False
35812,2,11,56,2019-09-10,1,1,2020-02-03,18,9,64,75,146,False
35813,3,6,41,2019-09-10,1,1,1999-01-01,26,83,64,49,-7557,False
35814,2,11,34,2019-09-10,1,1,1999-01-01,23,83,64,198,-7557,False
35815,2,11,34,2019-09-10,1,1,1999-01-01,23,0,1,4,-7557,False
35816,4,10,61,2019-09-10,0,0,1999-01-01,25,86,68,-1,-7557,False
35817,2,11,34,2019-09-10,1,1,1999-01-01,13,83,64,31.99,-7557,False
35818,4,10,61,2019-09-10,0,3,1999-01-01,25,86,68,-1,-7557,False
35819,3,6,41,2019-09-10,1,1,1999-01-01,23,83,64,69,-7557,False
35820,3,4,41,2019-09-10,1,1,2020-04-27,23,83,64,188,230,False
35821,3,4,41,2019-09-10,1,1,2020-04-27,23,83,64,188,230,False
35822,3,4,41,2019-09-10,1,1,1999-01-01,31,85,63,67..99,-7557,False
35823,3,4,41,2019-09-10,1,1,1999-01-01,31,85,63,67..99,-7557,False
35824,2,11,4,2019-09-10,1,3,1999-01-01,26,83,64,66,-7557,False
35825,3,3,41,2019-09-10,1,1,1999-01-01,25,86,68,-1,-7557,False
35826,4,10,27,2019-09-10,0,0,1999-01-01,25,86,68,-1,-7557,False
35827,2,11,22,2019-09-10,1,1,1999-01-01,23,83,64,69,-7557,False
35828,3,3,41,2019-09-10,1,1,2020-03-17,25,86,68,-1,189,False
35829,2,11,2,2019-09-10,1,4,1999-01-01,16,87,73,21,-7557,False
35830,2,11,34,2019-09-10,1,1,2020-03-11,18,83,64,34.99,183,False
35831,2,11,56,2019-09-10,1,3,1999-01-01,23,83,64,52,-7557,False
35832,3,3,58,2019-09-10,1,1,1999-01-01,25,86,68,-1,-7557,False
35833,3,3,58,2019-09-10,1,1,1999-01-01,25,86,68,-1,-7557,False
35834,2,18,40,2019-09-10,1,2,2019-09-19,25,86,68,-1,9,True
35835,2,11,56,2019-09-10,1,2,2019-09-10,23,0,1,46.99,0,False
35836,2,18,34,2019-09-10,1,1,1999-01-01,26,68,54,94,-7557,False
35837,3,4,41,2019-09-10,1,1,1999-01-01,23,83,64,60,-7557,False
35838,3,3,41,2019-09-10,1,1,1999-01-01,23,83,64,60,-7557,False
35839,3,3,41,2019-09-10,1,0,1999-01-01,28,83,64,49,-7557,False
35840,2,11,3,2019-09-10,1,0,2019-09-10,23,0,1,51,0,False
35841,3,6,47,2019-09-10,1,5,2019-10-07,25,86,68,-1,27,True
35842,2,18,54,2019-09-10,1,2,1999-01-01,25,86,68,-1,-7557,False
